-2.5,-4.35,-8.08,-0.01,-0.0,0.02,246.0,354.0,282.0,255.0,219.0
-2.5,-4.3,-8.08,-0.01,-0.0,0.01,246.0,354.0,282.0,257.0,220.0
-2.48,-4.29,-8.1,-0.01,-0.01,0.01,246.0,354.0,282.0,256.0,219.0
-2.51,-4.32,-8.13,-0.01,-0.01,0.01,246.0,354.0,284.0,256.0,220.0
-2.5,-4.31,-8.08,-0.01,-0.01,0.01,246.0,354.0,281.0,255.0,219.0
-2.51,-4.31,-8.11,-0.01,-0.01,0.01,246.0,354.0,283.0,256.0,218.0
-2.49,-4.31,-8.09,-0.01,-0.01,0.01,246.0,354.0,282.0,257.0,220.0
-2.52,-4.33,-8.08,-0.0,-0.01,0.01,246.0,354.0,281.0,255.0,219.0
-2.51,-4.35,-8.1,-0.01,-0.01,0.01,245.0,353.0,282.0,255.0,219.0
-2.51,-4.34,-8.09,-0.01,-0.01,0.01,246.0,354.0,282.0,256.0,219.0
-2.5,-4.34,-8.08,-0.01,-0.01,0.01,246.0,354.0,281.0,256.0,219.0
-2.5,-4.32,-8.07,-0.01,-0.0,0.02,245.0,354.0,283.0,256.0,219.0
-2.48,-4.34,-8.07,-0.01,-0.0,0.02,246.0,352.0,281.0,256.0,220.0
-2.49,-4.33,-8.08,-0.01,0.0,0.02,246.0,355.0,282.0,255.0,220.0
-2.5,-4.34,-8.1,-0.01,0.0,0.02,246.0,354.0,283.0,255.0,220.0
-2.49,-4.34,-8.11,-0.01,0.0,0.02,245.0,354.0,282.0,257.0,219.0
-2.49,-4.35,-8.09,-0.01,0.0,0.02,246.0,354.0,281.0,255.0,220.0
-2.5,-4.33,-8.08,-0.01,0.0,0.02,245.0,354.0,282.0,255.0,220.0
-2.5,-4.36,-8.05,-0.01,0.0,0.02,246.0,354.0,283.0,256.0,219.0
-2.47,-4.34,-8.09,-0.01,-0.0,0.02,246.0,354.0,282.0,257.0,218.0
-2.5,-4.36,-8.07,-0.01,0.0,0.02,246.0,354.0,283.0,256.0,219.0
-2.5,-4.36,-8.09,-0.01,0.0,0.01,245.0,354.0,282.0,256.0,220.0
-2.5,-4.34,-8.11,-0.02,-0.0,0.02,246.0,353.0,280.0,257.0,220.0
-2.5,-4.35,-8.1,-0.02,-0.0,0.02,246.0,354.0,282.0,256.0,218.0
-2.51,-4.34,-8.07,-0.02,-0.0,0.01,245.0,353.0,283.0,255.0,218.0
-2.5,-4.33,-8.08,-0.02,-0.0,0.02,246.0,354.0,282.0,255.0,220.0
-2.49,-4.37,-8.11,-0.02,0.0,0.02,247.0,355.0,283.0,256.0,218.0
-2.47,-4.38,-8.08,-0.02,0.0,0.02,245.0,354.0,282.0,257.0,219.0
-2.49,-4.36,-8.08,-0.02,0.0,0.02,246.0,354.0,282.0,255.0,219.0
-2.49,-4.3,-8.1,-0.02,0.01,0.02,247.0,354.0,282.0,255.0,219.0
-2.5,-4.32,-8.12,0.01,0.0,0.02,245.0,353.0,282.0,257.0,219.0
-2.5,-4.35,-8.09,0.01,-0.0,0.01,246.0,354.0,284.0,255.0,220.0
-2.53,-4.32,-8.08,-0.04,-0.01,0.02,246.0,353.0,282.0,255.0,218.0
-2.57,-4.21,-8.23,-0.04,0.0,0.03,247.0,354.0,281.0,254.0,219.0
-2.59,-4.05,-8.2,0.08,0.06,0.03,245.0,354.0,282.0,256.0,219.0
-2.45,-4.21,-8.29,0.25,0.11,-0.0,247.0,354.0,283.0,255.0,220.0
-2.37,-4.27,-7.83,0.37,0.07,-0.06,246.0,354.0,282.0,257.0,218.0
-2.34,-4.67,-7.83,0.38,0.12,-0.08,247.0,355.0,283.0,257.0,218.0
-2.63,-4.96,-8.4,0.43,0.2,-0.09,245.0,354.0,282.0,256.0,219.0
-2.29,-4.86,-7.84,0.45,0.27,-0.1,245.0,355.0,282.0,256.0,218.0
-2.16,-4.83,-7.83,0.46,0.25,-0.11,245.0,353.0,282.0,255.0,218.0
-1.99,-5.13,-7.8,0.52,0.25,-0.12,246.0,354.0,282.0,257.0,219.0
-1.79,-5.08,-7.6,0.63,0.2,-0.14,245.0,353.0,282.0,257.0,220.0
-2.06,-5.21,-7.86,0.38,0.13,-0.07,246.0,354.0,283.0,256.0,219.0
-1.97,-5.24,-7.75,0.27,0.06,-0.04,245.0,354.0,284.0,254.0,220.0
-1.99,-5.42,-7.58,0.19,-0.02,-0.03,245.0,354.0,283.0,256.0,220.0
-1.95,-5.36,-7.58,0.12,-0.05,0.0,246.0,354.0,283.0,256.0,220.0
-1.76,-5.47,-7.53,-0.06,-0.1,0.11,245.0,354.0,283.0,256.0,219.0
-2.05,-5.36,-7.74,-0.3,-0.25,0.23,246.0,355.0,283.0,256.0,219.0
-2.54,-5.3,-7.68,-0.19,-0.31,0.09,245.0,354.0,282.0,256.0,220.0
