-4.87,0.78,-8.03,0.03,0.03,0.02,252.0,355.0,282.0,254.0,213.0
-4.82,0.7,-7.96,0.03,0.03,0.02,249.0,354.0,282.0,254.0,215.0
-4.83,0.7,-7.93,0.03,0.04,0.03,250.0,353.0,283.0,254.0,217.0
-4.77,0.74,-8.05,0.04,0.03,0.02,249.0,353.0,281.0,252.0,213.0
-4.82,0.75,-7.99,0.04,0.01,0.02,251.0,354.0,282.0,254.0,214.0
-4.79,0.74,-7.97,0.04,0.01,0.01,250.0,353.0,281.0,253.0,213.0
-4.83,0.71,-8.0,0.05,0.02,-0.01,249.0,354.0,281.0,253.0,215.0
-4.81,0.7,-8.08,0.03,0.01,-0.01,250.0,355.0,282.0,253.0,214.0
-4.78,0.71,-7.97,0.01,0.01,0.0,252.0,355.0,282.0,252.0,215.0
-4.79,0.66,-8.03,0.03,0.01,-0.01,251.0,354.0,281.0,250.0,215.0
-4.84,0.57,-7.93,0.03,0.01,-0.02,251.0,354.0,281.0,251.0,214.0
-4.84,0.56,-8.0,0.02,0.02,-0.01,251.0,354.0,283.0,253.0,214.0
-4.77,0.63,-7.97,0.03,0.03,-0.01,251.0,354.0,282.0,251.0,215.0
-4.78,0.59,-8.1,0.02,0.02,-0.01,252.0,353.0,282.0,252.0,215.0
-4.82,0.56,-8.0,0.0,0.01,0.0,251.0,354.0,283.0,253.0,213.0
-4.8,0.58,-8.0,0.0,0.01,0.0,250.0,355.0,281.0,253.0,214.0
-4.76,0.61,-7.99,0.02,0.01,-0.0,251.0,356.0,282.0,252.0,213.0
-4.76,0.54,-8.04,0.01,0.01,-0.01,251.0,357.0,282.0,253.0,215.0
-4.8,0.54,-8.0,0.01,0.02,0.0,250.0,355.0,282.0,253.0,214.0
-4.76,0.57,-8.02,0.02,0.01,-0.0,250.0,353.0,282.0,253.0,215.0
-4.77,0.5,-8.08,-0.0,0.0,0.0,250.0,354.0,282.0,251.0,214.0
-4.77,0.53,-8.03,-0.02,0.0,0.02,251.0,355.0,283.0,253.0,214.0
-4.78,0.54,-7.98,-0.01,0.01,0.01,250.0,354.0,280.0,251.0,214.0
-4.79,0.51,-8.04,0.01,0.01,0.0,250.0,354.0,282.0,255.0,216.0
-4.75,0.5,-8.03,0.0,-0.0,0.01,251.0,354.0,281.0,252.0,214.0
-4.78,0.51,-8.03,-0.02,-0.0,0.02,250.0,355.0,281.0,252.0,213.0
-4.75,0.54,-8.05,-0.03,0.0,0.03,250.0,354.0,283.0,252.0,217.0
-4.75,0.53,-7.99,-0.01,0.0,0.02,250.0,354.0,282.0,251.0,216.0
-4.74,0.52,-8.02,0.01,-0.0,0.01,250.0,353.0,281.0,252.0,214.0
-4.79,0.51,-8.09,-0.01,-0.0,0.02,250.0,353.0,281.0,253.0,214.0
-4.76,0.48,-8.01,-0.02,0.0,0.03,250.0,354.0,283.0,251.0,214.0
-4.75,0.52,-8.04,-0.02,0.0,0.03,250.0,355.0,281.0,253.0,215.0
-4.73,0.51,-8.01,0.0,0.0,0.02,250.0,354.0,282.0,252.0,215.0
-4.79,0.56,-8.06,-0.01,-0.0,0.02,251.0,353.0,282.0,252.0,215.0
-4.76,0.53,-8.03,-0.02,0.0,0.03,251.0,354.0,283.0,252.0,214.0
-4.74,0.49,-8.02,-0.02,0.0,0.02,250.0,355.0,282.0,253.0,214.0
-4.75,0.54,-8.03,-0.01,0.0,0.02,251.0,351.0,282.0,253.0,216.0
-4.75,0.53,-8.04,-0.01,0.01,0.02,250.0,354.0,281.0,253.0,214.0
-4.74,0.52,-8.09,-0.01,0.0,0.02,250.0,354.0,281.0,251.0,215.0
-4.76,0.53,-8.02,-0.02,0.0,0.02,251.0,354.0,281.0,252.0,215.0
-4.73,0.51,-8.02,-0.01,0.01,0.02,251.0,354.0,281.0,252.0,214.0
-4.73,0.48,-8.03,-0.01,0.01,0.02,250.0,354.0,282.0,253.0,216.0
-4.74,0.52,-8.06,-0.01,-0.0,0.02,251.0,354.0,282.0,253.0,217.0
-4.73,0.51,-8.04,-0.02,-0.01,0.02,251.0,354.0,282.0,252.0,215.0
-4.73,0.55,-8.02,-0.02,-0.0,0.02,250.0,352.0,282.0,252.0,214.0
-4.74,0.52,-8.02,-0.02,-0.0,0.01,251.0,354.0,281.0,254.0,216.0
-4.77,0.51,-8.02,-0.01,-0.0,0.01,250.0,356.0,282.0,253.0,215.0
-4.76,0.49,-8.06,-0.02,-0.0,0.01,251.0,354.0,282.0,252.0,214.0
-4.71,0.51,-8.02,-0.02,0.01,0.02,251.0,354.0,281.0,251.0,215.0
-4.73,0.48,-8.06,-0.03,-0.0,0.02,251.0,354.0,282.0,254.0,215.0
