8.13,-0.19,-5.19,-0.09,-0.07,-0.08,244.0,355.0,278.0,250.0,193.0
8.09,-0.13,-5.3,-0.05,-0.1,-0.09,238.0,352.0,276.0,248.0,194.0
8.03,-0.11,-5.36,-0.05,-0.1,-0.09,242.0,352.0,276.0,249.0,191.0
7.95,-0.0,-5.48,-0.05,-0.12,-0.08,240.0,357.0,279.0,248.0,194.0
7.92,0.05,-5.59,-0.03,-0.14,-0.08,238.0,350.0,277.0,249.0,193.0
7.85,0.08,-5.62,-0.01,-0.18,-0.08,242.0,350.0,278.0,249.0,196.0
7.75,0.09,-5.77,-0.01,-0.17,-0.08,242.0,350.0,276.0,249.0,194.0
7.73,0.05,-5.82,-0.02,-0.17,-0.07,242.0,350.0,278.0,248.0,195.0
7.7,0.04,-5.91,-0.04,-0.15,-0.05,239.0,350.0,276.0,247.0,193.0
7.73,0.09,-5.91,-0.04,-0.14,-0.04,243.0,350.0,279.0,249.0,194.0
7.73,0.08,-5.93,0.01,-0.12,-0.04,240.0,349.0,277.0,249.0,192.0
7.73,0.05,-5.92,0.03,-0.11,-0.04,242.0,349.0,277.0,249.0,193.0
7.71,0.08,-5.9,0.03,-0.09,-0.03,243.0,351.0,277.0,248.0,194.0
7.72,0.09,-5.87,0.01,-0.05,-0.02,241.0,348.0,277.0,249.0,193.0
7.72,0.09,-5.88,-0.01,-0.03,-0.02,242.0,351.0,276.0,249.0,194.0
7.78,0.18,-5.87,-0.01,-0.01,-0.01,241.0,351.0,277.0,247.0,193.0
7.79,0.2,-5.78,0.02,0.01,-0.02,242.0,350.0,277.0,248.0,193.0
7.82,0.25,-5.73,0.02,0.01,-0.02,241.0,353.0,277.0,248.0,193.0
7.82,0.22,-5.76,0.04,0.02,-0.01,241.0,349.0,278.0,251.0,192.0
7.86,0.2,-5.64,0.05,0.03,0.0,241.0,350.0,277.0,247.0,193.0
7.87,0.09,-5.66,0.04,0.03,0.02,241.0,350.0,277.0,248.0,193.0
7.83,0.0,-5.61,0.01,0.03,0.03,242.0,349.0,278.0,248.0,194.0
7.81,-0.02,-5.65,-0.03,0.03,0.04,240.0,352.0,276.0,249.0,193.0
7.85,0.06,-5.61,-0.02,0.03,0.05,241.0,349.0,278.0,250.0,193.0
7.89,0.07,-5.58,0.01,0.02,0.03,240.0,349.0,278.0,249.0,194.0
7.88,-0.02,-5.58,0.04,-0.01,0.01,242.0,350.0,276.0,249.0,193.0
7.84,-0.14,-5.68,0.04,-0.01,-0.01,239.0,350.0,277.0,248.0,192.0
7.84,-0.15,-5.7,-0.01,0.0,0.01,244.0,351.0,277.0,248.0,193.0
7.87,0.03,-5.63,-0.02,0.03,0.01,243.0,349.0,277.0,248.0,190.0
7.89,0.07,-5.64,0.02,0.02,0.01,241.0,351.0,278.0,247.0,193.0
7.83,0.07,-5.68,0.04,0.0,0.01,239.0,350.0,277.0,249.0,194.0
7.78,0.01,-5.68,0.01,0.01,0.02,243.0,351.0,278.0,248.0,192.0
7.81,0.07,-5.68,-0.03,0.04,0.05,241.0,351.0,277.0,250.0,194.0
7.85,0.13,-5.68,-0.04,0.05,0.06,240.0,350.0,276.0,249.0,193.0
7.89,0.11,-5.59,-0.02,0.04,0.06,239.0,352.0,276.0,248.0,193.0
7.85,-0.02,-5.64,-0.02,0.03,0.07,242.0,349.0,278.0,247.0,190.0
7.88,-0.05,-5.54,-0.03,0.04,0.07,241.0,349.0,278.0,250.0,193.0
7.9,-0.12,-5.57,-0.03,0.02,0.07,243.0,353.0,278.0,248.0,193.0
7.92,-0.07,-5.47,-0.05,0.01,0.07,242.0,352.0,277.0,249.0,194.0
7.94,-0.14,-5.52,-0.04,0.0,0.06,241.0,350.0,277.0,250.0,193.0
7.91,-0.15,-5.56,-0.04,0.0,0.05,244.0,350.0,277.0,249.0,193.0
7.85,-0.16,-5.53,-0.06,-0.02,0.05,240.0,347.0,277.0,247.0,193.0
7.85,-0.07,-5.67,-0.05,-0.02,0.04,241.0,350.0,278.0,249.0,192.0
7.88,-0.05,-5.64,-0.02,-0.01,0.03,241.0,352.0,278.0,249.0,194.0
7.85,-0.04,-5.6,-0.01,-0.01,0.01,242.0,350.0,277.0,249.0,193.0
7.83,-0.04,-5.79,0.0,-0.01,0.01,242.0,350.0,278.0,249.0,191.0
7.82,0.04,-5.69,0.0,-0.0,0.01,240.0,348.0,277.0,249.0,193.0
7.84,0.07,-5.67,0.02,0.01,0.01,240.0,350.0,277.0,247.0,193.0
7.85,-0.01,-5.68,0.02,0.01,0.01,242.0,352.0,277.0,248.0,191.0
7.89,-0.02,-5.62,0.01,0.01,0.01,240.0,351.0,278.0,249.0,194.0
